interval_id,employee_id,full_name,role_title,panel_role,start_at,end_at,duration_minutes,busy_type,subject,source_artifact
CAL-2026-0168,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-13T13:30:00Z,2026-04-13T15:00:00Z,90,one_to_one,One to one,
CAL-2026-0169,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-13T13:45:00Z,2026-04-13T14:15:00Z,30,one_to_one,One to one,
CAL-2026-0170,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-13T14:00:00Z,2026-04-13T14:30:00Z,30,hiring_pipeline_review,Hiring pipeline review,
CAL-2026-0171,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-13T15:30:00Z,2026-04-13T16:30:00Z,60,sourcing_block,Sourcing block,
CAL-2026-0172,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-13T15:45:00Z,2026-04-13T16:15:00Z,30,one_to_one,One to one,
CAL-2026-0173,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-13T16:15:00Z,2026-04-13T16:45:00Z,30,focus_block,Focus block,
CAL-2026-0174,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-14T09:15:00Z,2026-04-14T10:45:00Z,90,hiring_pipeline_review,Hiring pipeline review,
CAL-2026-0175,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-14T09:15:00Z,2026-04-14T10:00:00Z,45,team_meeting,Team meeting,
CAL-2026-0176,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-14T10:30:00Z,2026-04-14T11:15:00Z,45,training,Training session,
CAL-2026-0177,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-14T10:30:00Z,2026-04-14T12:00:00Z,90,program_review,Program review,
CAL-2026-0178,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-14T11:15:00Z,2026-04-14T12:15:00Z,60,one_to_one,One to one,
CAL-2026-0179,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-14T12:00:00Z,2026-04-14T13:30:00Z,90,program_review,Program review,
CAL-2026-0180,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-14T13:30:00Z,2026-04-14T14:30:00Z,60,one_to_one,One to one,
CAL-2026-0181,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-14T13:30:00Z,2026-04-14T15:00:00Z,90,one_to_one,One to one,
CAL-2026-0182,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-14T14:15:00Z,2026-04-14T15:00:00Z,45,one_to_one,One to one,
CAL-2026-0183,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-14T15:30:00Z,2026-04-14T17:00:00Z,90,team_meeting,Team meeting,
CAL-2026-0184,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-14T15:45:00Z,2026-04-14T16:15:00Z,30,sourcing_block,Sourcing block,
CAL-2026-0185,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-15T09:15:00Z,2026-04-15T10:15:00Z,60,hiring_pipeline_review,Hiring pipeline review,
CAL-2026-0186,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-15T10:30:00Z,2026-04-15T12:00:00Z,90,training,Training session,
CAL-2026-0187,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-15T11:15:00Z,2026-04-15T11:45:00Z,30,training,Training session,
CAL-2026-0188,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-15T12:00:00Z,2026-04-15T13:00:00Z,60,training,Training session,
CAL-2026-0189,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-15T12:45:00Z,2026-04-15T14:15:00Z,90,one_to_one,One to one,
CAL-2026-0190,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-15T13:30:00Z,2026-04-15T14:30:00Z,60,training,Training session,
CAL-2026-0191,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-15T14:15:00Z,2026-04-15T15:45:00Z,90,sourcing_block,Sourcing block,
CAL-2026-0192,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-15T14:30:00Z,2026-04-15T16:00:00Z,90,team_meeting,Team meeting,
CAL-2026-0193,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-15T15:45:00Z,2026-04-15T16:45:00Z,60,stakeholder_review,Stakeholder review,
CAL-2026-0194,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-15T16:30:00Z,2026-04-15T17:00:00Z,30,training,Training session,
CAL-2026-0195,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-16T09:00:00Z,2026-04-16T09:45:00Z,45,program_review,Program review,
CAL-2026-0196,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-16T09:45:00Z,2026-04-16T10:15:00Z,30,training,Training session,
CAL-2026-0197,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-16T10:00:00Z,2026-04-16T10:30:00Z,30,training,Training session,
CAL-2026-0198,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-16T10:30:00Z,2026-04-16T11:30:00Z,60,team_meeting,Team meeting,
CAL-2026-0199,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-16T11:15:00Z,2026-04-16T12:00:00Z,45,program_review,Program review,
CAL-2026-0200,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-16T11:45:00Z,2026-04-16T12:30:00Z,45,team_meeting,Team meeting,
CAL-2026-0201,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-16T13:45:00Z,2026-04-16T15:15:00Z,90,one_to_one,One to one,
CAL-2026-0202,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-16T14:00:00Z,2026-04-16T14:30:00Z,30,hiring_pipeline_review,Hiring pipeline review,
CAL-2026-0203,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-16T15:30:00Z,2026-04-16T16:15:00Z,45,one_to_one,One to one,
CAL-2026-0204,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-16T15:45:00Z,2026-04-16T16:45:00Z,60,program_review,Program review,
CAL-2026-0205,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-16T16:15:00Z,2026-04-16T16:45:00Z,30,one_to_one,One to one,
CAL-2026-0206,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-17T09:30:00Z,2026-04-17T10:15:00Z,45,program_review,Program review,
CAL-2026-0207,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-17T09:45:00Z,2026-04-17T10:45:00Z,60,team_meeting,Team meeting,
CAL-2026-0208,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-17T10:15:00Z,2026-04-17T10:45:00Z,30,focus_block,Focus block,
CAL-2026-0209,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-17T11:00:00Z,2026-04-17T11:45:00Z,45,team_meeting,Team meeting,
CAL-2026-0210,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-17T11:30:00Z,2026-04-17T12:15:00Z,45,stakeholder_review,Stakeholder review,
CAL-2026-0211,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-17T12:00:00Z,2026-04-17T13:30:00Z,90,stakeholder_review,Stakeholder review,
CAL-2026-0212,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-17T12:30:00Z,2026-04-17T13:15:00Z,45,team_meeting,Team meeting,
CAL-2026-0213,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-17T13:45:00Z,2026-04-17T14:45:00Z,60,focus_block,Focus block,
CAL-2026-0214,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-17T14:00:00Z,2026-04-17T14:45:00Z,45,focus_block,Focus block,
CAL-2026-0215,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-17T14:00:00Z,2026-04-17T14:30:00Z,30,team_meeting,Team meeting,
CAL-2026-0216,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-17T15:15:00Z,2026-04-17T16:15:00Z,60,training,Training session,
CAL-2026-0217,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-17T15:15:00Z,2026-04-17T15:45:00Z,30,training,Training session,
CAL-2026-0218,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-17T15:45:00Z,2026-04-17T16:45:00Z,60,program_review,Program review,
CAL-2026-0219,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-20T09:30:00Z,2026-04-20T10:30:00Z,60,one_to_one,One to one,
CAL-2026-0220,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-20T09:30:00Z,2026-04-20T10:30:00Z,60,stakeholder_review,Stakeholder review,
CAL-2026-0221,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-20T10:45:00Z,2026-04-20T12:15:00Z,90,program_review,Program review,
CAL-2026-0222,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-20T11:15:00Z,2026-04-20T11:45:00Z,30,hiring_pipeline_review,Hiring pipeline review,
CAL-2026-0223,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-20T12:15:00Z,2026-04-20T13:45:00Z,90,stakeholder_review,Stakeholder review,
CAL-2026-0224,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-20T13:30:00Z,2026-04-20T14:15:00Z,45,one_to_one,One to one,
CAL-2026-0225,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-20T14:30:00Z,2026-04-20T15:00:00Z,30,stakeholder_review,Stakeholder review,
CAL-2026-0226,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-20T15:30:00Z,2026-04-20T17:00:00Z,90,training,Training session,
CAL-2026-0227,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-20T15:30:00Z,2026-04-20T16:15:00Z,45,team_meeting,Team meeting,
CAL-2026-0228,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-20T16:15:00Z,2026-04-20T16:45:00Z,30,one_to_one,One to one,
CAL-2026-0229,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-21T09:30:00Z,2026-04-21T10:15:00Z,45,sourcing_block,Sourcing block,
CAL-2026-0230,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-21T10:15:00Z,2026-04-21T11:00:00Z,45,team_meeting,Team meeting,
CAL-2026-0231,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-21T10:30:00Z,2026-04-21T11:00:00Z,30,team_meeting,Team meeting,
CAL-2026-0232,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-21T11:15:00Z,2026-04-21T12:00:00Z,45,training,Training session,
CAL-2026-0233,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-21T11:30:00Z,2026-04-21T13:00:00Z,90,sourcing_block,Sourcing block,
CAL-2026-0234,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-21T11:30:00Z,2026-04-21T12:30:00Z,60,one_to_one,One to one,
CAL-2026-0235,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-21T12:15:00Z,2026-04-21T13:45:00Z,90,program_review,Program review,
CAL-2026-0236,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-21T12:45:00Z,2026-04-21T13:30:00Z,45,program_review,Program review,
CAL-2026-0237,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-21T14:15:00Z,2026-04-21T15:00:00Z,45,focus_block,Focus block,
CAL-2026-0238,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-21T14:45:00Z,2026-04-21T16:15:00Z,90,focus_block,Focus block,
CAL-2026-0239,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-22T09:30:00Z,2026-04-22T10:15:00Z,45,stakeholder_review,Stakeholder review,
CAL-2026-0240,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-22T09:30:00Z,2026-04-22T10:30:00Z,60,team_meeting,Team meeting,
CAL-2026-0241,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-22T10:15:00Z,2026-04-22T11:00:00Z,45,focus_block,Focus block,
CAL-2026-0242,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-22T10:30:00Z,2026-04-22T11:15:00Z,45,stakeholder_review,Stakeholder review,
CAL-2026-0243,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-22T11:30:00Z,2026-04-22T12:15:00Z,45,program_review,Program review,
CAL-2026-0244,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-22T11:45:00Z,2026-04-22T12:15:00Z,30,team_meeting,Team meeting,
CAL-2026-0245,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-22T11:45:00Z,2026-04-22T12:15:00Z,30,team_meeting,Team meeting,
CAL-2026-0246,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-22T12:15:00Z,2026-04-22T13:45:00Z,90,stakeholder_review,Stakeholder review,
CAL-2026-0247,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-22T13:30:00Z,2026-04-22T15:00:00Z,90,one_to_one,One to one,
CAL-2026-0248,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-22T13:45:00Z,2026-04-22T15:15:00Z,90,focus_block,Focus block,
CAL-2026-0249,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-22T15:00:00Z,2026-04-22T15:45:00Z,45,training,Training session,
CAL-2026-0250,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-22T16:00:00Z,2026-04-22T16:30:00Z,30,sourcing_block,Sourcing block,
CAL-2026-0251,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-23T09:45:00Z,2026-04-23T10:30:00Z,45,focus_block,Focus block,
CAL-2026-0252,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-23T10:15:00Z,2026-04-23T10:45:00Z,30,focus_block,Focus block,
CAL-2026-0253,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-23T10:30:00Z,2026-04-23T11:30:00Z,60,focus_block,Focus block,
CAL-2026-0254,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-23T11:45:00Z,2026-04-23T12:15:00Z,30,training,Training session,
CAL-2026-0255,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-23T12:15:00Z,2026-04-23T13:00:00Z,45,team_meeting,Team meeting,
CAL-2026-0256,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-23T12:30:00Z,2026-04-23T13:15:00Z,45,program_review,Program review,
CAL-2026-0257,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-23T13:15:00Z,2026-04-23T14:00:00Z,45,team_meeting,Team meeting,
CAL-2026-0258,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-23T14:15:00Z,2026-04-23T15:45:00Z,90,training,Training session,
CAL-2026-0259,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-23T14:45:00Z,2026-04-23T15:30:00Z,45,training,Training session,
CAL-2026-0260,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-23T15:30:00Z,2026-04-23T17:00:00Z,90,focus_block,Focus block,
CAL-2026-0261,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-24T09:45:00Z,2026-04-24T11:15:00Z,90,focus_block,Focus block,
CAL-2026-0262,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-24T10:15:00Z,2026-04-24T11:45:00Z,90,focus_block,Focus block,
CAL-2026-0263,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-24T11:15:00Z,2026-04-24T12:00:00Z,45,training,Training session,
CAL-2026-0264,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-24T11:15:00Z,2026-04-24T12:00:00Z,45,stakeholder_review,Stakeholder review,
CAL-2026-0265,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-24T11:45:00Z,2026-04-24T13:15:00Z,90,stakeholder_review,Stakeholder review,
CAL-2026-0266,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-24T12:15:00Z,2026-04-24T13:00:00Z,45,training,Training session,
CAL-2026-0267,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-24T13:15:00Z,2026-04-24T14:15:00Z,60,program_review,Program review,
CAL-2026-0268,EMP-0581,Lyric Norwich,Program Manager,program-manager,2026-04-24T13:15:00Z,2026-04-24T14:15:00Z,60,focus_block,Focus block,
CAL-2026-0269,EMP-0574,Faro Fenmore,Operations Manager,hiring-manager,2026-04-24T15:30:00Z,2026-04-24T16:00:00Z,30,training,Training session,
CAL-2026-0270,EMP-0517,Sable Underhill,Recruiter,recruiter-screen,2026-04-24T15:45:00Z,2026-04-24T16:30:00Z,45,hiring_pipeline_review,Hiring pipeline review,
