employee_id,first_name,last_name,department,role_title,level,manager_employee_id,start_date,employment_status,finance_system_role,email
EMP-0194,Ivo,Hallowell,Product,"Director, Product",Director,EMP-0192,2021-11-15,active,,ivo.hallowell.emp-0194@co002.example
EMP-0195,Thessaly,Blackwood,Product,"Director, Product",Director,EMP-0192,2025-10-18,active,,thessaly.blackwood.emp-0195@co002.example
EMP-0196,Isolde,Nightshade,Product,Product Manager,Manager,EMP-0194,2023-02-12,active,,isolde.nightshade.emp-0196@co002.example
EMP-0197,Gideon,Greywick,Product,Product Manager,Manager,EMP-0193,2023-10-15,active,,gideon.greywick.emp-0197@co002.example
EMP-0198,Dashiell,Duskwood,Product,Product Manager,Manager,EMP-0194,2023-12-27,departed,,dashiell.duskwood.emp-0198@co002.example
EMP-0199,Baxter,Dunmore,Product,Product Manager,Manager,EMP-0195,2022-02-03,active,,baxter.dunmore.emp-0199@co002.example
EMP-0200,Thessaly,Jarrow,Product,Product Manager,Manager,EMP-0195,2020-09-19,active,,thessaly.jarrow.emp-0200@co002.example
EMP-0201,Wystan,Dunmore,Product,Product Manager,Manager,EMP-0194,2021-09-15,active,,wystan.dunmore.emp-0201@co002.example
EMP-0202,Junot,Nightshade,Product,Product Manager,Manager,EMP-0195,2023-10-21,active,,junot.nightshade.emp-0202@co002.example
EMP-0203,Verity,Blackwood,Product,Senior Product Manager,IC,EMP-0196,2020-08-05,active,,verity.blackwood.emp-0203@co002.example
EMP-0204,Quenby,Quennell,Product,Product Analyst,IC,EMP-0199,2021-01-14,active,,quenby.quennell.emp-0204@co002.example
EMP-0205,Kestrel,Hallowell,Product,Senior Product Manager,IC,EMP-0201,2021-11-20,active,,kestrel.hallowell.emp-0205@co002.example
EMP-0206,Ivo,Elderkin,Product,Product Manager,IC,EMP-0199,2021-11-09,active,,ivo.elderkin.emp-0206@co002.example
EMP-0207,Dashiell,Kirtland,Product,Senior Product Manager,IC,EMP-0197,2022-12-04,active,,dashiell.kirtland.emp-0207@co002.example
EMP-0208,Yara,Blackwood,Product,Senior Product Manager,IC,EMP-0201,2024-02-26,active,,yara.blackwood.emp-0208@co002.example
EMP-0209,Verity,Holloway,Product,Product Analyst,IC,EMP-0197,2022-10-13,active,,verity.holloway.emp-0209@co002.example
EMP-0210,Quenby,Pennington,Product,Senior Product Manager,IC,EMP-0198,2021-05-28,active,,quenby.pennington.emp-0210@co002.example
EMP-0211,Lior,Whitlock,Product,Product Analyst,IC,EMP-0202,2021-09-02,active,,lior.whitlock.emp-0211@co002.example
EMP-0212,Verity,Norwich,Product,Product Analyst,IC,EMP-0199,2025-07-25,active,,verity.norwich.emp-0212@co002.example
EMP-0213,Branwen,Grayling,Product,Product Manager,IC,EMP-0198,2021-02-03,active,,branwen.grayling.emp-0213@co002.example
EMP-0214,Tamsin,Larkspur,Product,Senior Product Manager,IC,EMP-0200,2023-11-14,active,,tamsin.larkspur.emp-0214@co002.example
EMP-0215,Piran,Fairweather,Product,Senior Product Manager,IC,EMP-0202,2022-09-28,active,,piran.fairweather.emp-0215@co002.example
EMP-0216,Freya,Grayling,Product,Senior Product Manager,IC,EMP-0199,2022-10-11,active,,freya.grayling.emp-0216@co002.example
EMP-0217,Zephyrine,Whitlock,Product,Product Manager,IC,EMP-0198,2024-01-19,active,,zephyrine.whitlock.emp-0217@co002.example
EMP-0218,Quenby,Underhill,Product,Product Analyst,IC,EMP-0200,2023-06-13,active,,quenby.underhill.emp-0218@co002.example
EMP-0219,Marlowe,Fenmore,Product,Product Manager,IC,EMP-0199,2023-07-16,active,,marlowe.fenmore.emp-0219@co002.example
EMP-0220,Branwen,Nightshade,Product,Product Analyst,IC,EMP-0198,2021-06-11,active,,branwen.nightshade.emp-0220@co002.example
EMP-0221,Sable,Ravenscroft,Product,Product Analyst,IC,EMP-0196,2025-08-20,active,,sable.ravenscroft.emp-0221@co002.example
EMP-0222,Aldous,Ashby,Product,Product Analyst,IC,EMP-0202,2025-01-21,active,,aldous.ashby.emp-0222@co002.example
EMP-0223,Freya,Millgate,Product,Product Manager,IC,EMP-0198,2022-08-15,active,,freya.millgate.emp-0223@co002.example
EMP-0224,Wystan,Quennell,Product,Product Analyst,IC,EMP-0199,2022-07-09,active,,wystan.quennell.emp-0224@co002.example
EMP-0225,Faro,Kestenbaum,Product,Product Manager,IC,EMP-0197,2020-06-26,active,,faro.kestenbaum.emp-0225@co002.example
EMP-0226,Zephyrine,Norwich,Product,Senior Product Manager,IC,EMP-0201,2022-02-20,active,,zephyrine.norwich.emp-0226@co002.example
EMP-0227,Zephyrine,Juniper,Product,Senior Product Manager,IC,EMP-0198,2022-07-29,active,,zephyrine.juniper.emp-0227@co002.example
EMP-0228,Ivo,Marchbanks,Product,Senior Product Manager,IC,EMP-0196,2021-10-18,active,,ivo.marchbanks.emp-0228@co002.example
EMP-0229,Junot,Crestfall,Product,Product Analyst,IC,EMP-0200,2024-03-09,active,,junot.crestfall.emp-0229@co002.example
EMP-0230,Halcyon,Pemberton,Product,Product Manager,IC,EMP-0200,2021-05-03,active,,halcyon.pemberton.emp-0230@co002.example
EMP-0231,Nessa,Grayling,Product,Product Analyst,IC,EMP-0199,2026-01-19,active,,nessa.grayling.emp-0231@co002.example
EMP-0232,Branwen,Kirtland,Product,Senior Product Manager,IC,EMP-0198,2022-06-05,active,,branwen.kirtland.emp-0232@co002.example
EMP-0233,Sable,Quennell,Product,Product Manager,IC,EMP-0197,2023-12-24,active,,sable.quennell.emp-0233@co002.example
EMP-0234,Nessa,Marchbanks,Product,Product Analyst,IC,EMP-0199,2024-08-10,active,,nessa.marchbanks.emp-0234@co002.example
EMP-0235,Zephyrine,Quennell,Product,Senior Product Manager,IC,EMP-0198,2022-05-22,active,,zephyrine.quennell.emp-0235@co002.example
EMP-0236,Ondine,Bellcrest,Product,Senior Product Manager,IC,EMP-0200,2020-11-24,active,,ondine.bellcrest.emp-0236@co002.example
EMP-0237,Faro,Dunmore,Product,Product Analyst,IC,EMP-0196,2023-08-25,active,,faro.dunmore.emp-0237@co002.example
EMP-0238,Reyna,Ingledew,Product,Product Manager,IC,EMP-0201,2025-11-25,active,,reyna.ingledew.emp-0238@co002.example
EMP-0239,Gideon,Fairweather,Product,Product Manager,IC,EMP-0200,2024-10-03,active,,gideon.fairweather.emp-0239@co002.example
EMP-0240,Zephyrine,Ashgrove,Product,Senior Product Manager,IC,EMP-0200,2021-03-22,active,,zephyrine.ashgrove.emp-0240@co002.example
EMP-0241,Fenwick,Duskwood,Sales,"VP, Sales",VP,EMP-0001,2023-01-30,active,,fenwick.duskwood.emp-0241@co002.example
EMP-0242,Marlowe,Millgate,Sales,"Director, Sales",Director,EMP-0241,2025-10-17,active,,marlowe.millgate.emp-0242@co002.example
EMP-0243,Zephyrine,Everhart,Sales,"Director, Sales",Director,EMP-0241,2025-03-13,active,,zephyrine.everhart.emp-0243@co002.example
EMP-0244,Lyric,Ingledew,Sales,"Director, Sales",Director,EMP-0241,2023-08-03,active,,lyric.ingledew.emp-0244@co002.example
EMP-0245,Ulric,Ingledew,Sales,"Director, Sales",Director,EMP-0241,2022-08-24,active,,ulric.ingledew.emp-0245@co002.example
EMP-0246,Piran,Crestfall,Sales,"Director, Sales",Director,EMP-0241,2021-10-11,active,,piran.crestfall.emp-0246@co002.example
EMP-0247,Piran,Hallowell,Sales,"Director, Sales",Director,EMP-0241,2022-05-24,active,,piran.hallowell.emp-0247@co002.example
EMP-0248,Piran,Kestenbaum,Sales,Sales Manager,Manager,EMP-0245,2023-01-28,active,,piran.kestenbaum.emp-0248@co002.example
EMP-0249,Fenwick,Quennell,Sales,Sales Manager,Manager,EMP-0245,2021-08-02,active,,fenwick.quennell.emp-0249@co002.example
EMP-0250,Kestrel,Corrigan,Sales,Sales Manager,Manager,EMP-0244,2023-06-25,active,,kestrel.corrigan.emp-0250@co002.example
EMP-0251,Briar,Fenmore,Sales,Sales Manager,Manager,EMP-0247,2025-05-29,active,,briar.fenmore.emp-0251@co002.example
EMP-0252,Halcyon,Jarrow,Sales,Sales Manager,Manager,EMP-0242,2023-11-02,active,,halcyon.jarrow.emp-0252@co002.example
EMP-0253,Lior,Moorfield,Sales,Sales Manager,Manager,EMP-0243,2021-02-04,active,,lior.moorfield.emp-0253@co002.example
EMP-0254,Odalys,Pemberton,Sales,Sales Manager,Manager,EMP-0244,2025-04-13,active,,odalys.pemberton.emp-0254@co002.example
EMP-0255,Tobin,Blackwood,Sales,Sales Manager,Manager,EMP-0246,2023-12-31,active,,tobin.blackwood.emp-0255@co002.example
EMP-0256,Branwen,Millgate,Sales,Sales Manager,Manager,EMP-0242,2025-03-09,active,,branwen.millgate.emp-0256@co002.example
EMP-0257,Reyna,Loxley,Sales,Sales Manager,Manager,EMP-0247,2023-04-24,active,,reyna.loxley.emp-0257@co002.example
EMP-0258,Fenwick,Oakhurst,Sales,Sales Manager,Manager,EMP-0246,2021-01-12,active,,fenwick.oakhurst.emp-0258@co002.example
EMP-0259,Rhoswen,Millgate,Sales,Sales Manager,Manager,EMP-0245,2021-11-19,active,,rhoswen.millgate.emp-0259@co002.example
EMP-0260,Junot,Bellcrest,Sales,Sales Manager,Manager,EMP-0247,2022-10-10,active,,junot.bellcrest.emp-0260@co002.example
EMP-0261,Piran,Loxley,Sales,Sales Manager,Manager,EMP-0243,2024-04-09,active,,piran.loxley.emp-0261@co002.example
EMP-0262,Marlowe,Pemberton,Sales,Sales Manager,Manager,EMP-0245,2021-04-11,active,,marlowe.pemberton.emp-0262@co002.example
EMP-0263,Wystan,Hallowell,Sales,Sales Manager,Manager,EMP-0245,2023-04-15,active,,wystan.hallowell.emp-0263@co002.example
EMP-0264,Oleander,Jarrow,Sales,Enterprise Account Executive,IC,EMP-0250,2025-09-18,active,,oleander.jarrow.emp-0264@co002.example
EMP-0265,Tobin,Greywick,Sales,Sales Development Rep,IC,EMP-0263,2025-04-20,active,,tobin.greywick.emp-0265@co002.example
EMP-0266,Piran,Larkspur,Sales,Enterprise Account Executive,IC,EMP-0249,2025-09-02,active,,piran.larkspur.emp-0266@co002.example
EMP-0267,Marlowe,Yarrow,Sales,Enterprise Account Executive,IC,EMP-0261,2026-01-08,active,,marlowe.yarrow.emp-0267@co002.example
EMP-0268,Tobin,Ashby,Sales,Sales Development Rep,IC,EMP-0248,2021-08-04,active,,tobin.ashby.emp-0268@co002.example
EMP-0269,Fenwick,Ivorwood,Sales,Enterprise Account Executive,IC,EMP-0261,2021-03-06,active,,fenwick.ivorwood.emp-0269@co002.example
EMP-0270,Junot,Grayling,Sales,Sales Engineer,IC,EMP-0260,2025-08-29,active,,junot.grayling.emp-0270@co002.example
EMP-0271,Reyna,Greywick,Sales,Sales Engineer,IC,EMP-0248,2020-11-30,active,,reyna.greywick.emp-0271@co002.example
EMP-0272,Wrenna,Corrigan,Sales,Account Executive,IC,EMP-0263,2025-11-15,active,,wrenna.corrigan.emp-0272@co002.example
EMP-0273,Honora,Underhill,Sales,Account Executive,IC,EMP-0250,2022-04-13,active,,honora.underhill.emp-0273@co002.example
EMP-0274,Odalys,Ivorwood,Sales,Sales Development Rep,IC,EMP-0260,2020-11-16,active,,odalys.ivorwood.emp-0274@co002.example
EMP-0275,Hollis,Fairweather,Sales,Account Executive,IC,EMP-0253,2021-06-23,active,,hollis.fairweather.emp-0275@co002.example
EMP-0276,Odalys,Whitlock,Sales,Enterprise Account Executive,IC,EMP-0261,2024-03-30,active,,odalys.whitlock.emp-0276@co002.example
EMP-0277,Cormac,Kestenbaum,Sales,Enterprise Account Executive,IC,EMP-0262,2025-06-23,active,,cormac.kestenbaum.emp-0277@co002.example
EMP-0278,Merritt,Crestfall,Sales,Sales Development Rep,IC,EMP-0262,2023-06-20,active,,merritt.crestfall.emp-0278@co002.example
EMP-0279,Hollis,Millgate,Sales,Sales Development Rep,IC,EMP-0248,2023-09-22,departed,,hollis.millgate.emp-0279@co002.example
EMP-0280,Verity,Hallowell,Sales,Sales Engineer,IC,EMP-0249,2020-12-30,active,,verity.hallowell.emp-0280@co002.example
EMP-0281,Rhoswen,Underhill,Sales,Account Executive,IC,EMP-0261,2021-12-15,active,,rhoswen.underhill.emp-0281@co002.example
EMP-0282,Emlyn,Marchbanks,Sales,Enterprise Account Executive,IC,EMP-0254,2022-09-30,active,,emlyn.marchbanks.emp-0282@co002.example
EMP-0283,Hollis,Pemberton,Sales,Sales Engineer,IC,EMP-0258,2021-09-21,active,,hollis.pemberton.emp-0283@co002.example
EMP-0284,Zephyrine,Holloway,Sales,Enterprise Account Executive,IC,EMP-0260,2025-10-06,active,,zephyrine.holloway.emp-0284@co002.example
EMP-0285,Saskia,Pemberton,Sales,Enterprise Account Executive,IC,EMP-0263,2024-01-05,active,,saskia.pemberton.emp-0285@co002.example
EMP-0286,Lyric,Elderkin,Sales,Sales Engineer,IC,EMP-0251,2021-01-11,active,,lyric.elderkin.emp-0286@co002.example
EMP-0287,Ewald,Bellcrest,Sales,Account Executive,IC,EMP-0249,2024-11-30,active,,ewald.bellcrest.emp-0287@co002.example
EMP-0288,Quenby,Ravenscroft,Sales,Sales Development Rep,IC,EMP-0261,2020-07-14,active,,quenby.ravenscroft.emp-0288@co002.example
EMP-0289,Verity,Quennell,Sales,Sales Engineer,IC,EMP-0251,2023-04-20,active,,verity.quennell.emp-0289@co002.example
EMP-0290,Quenby,Yarrow,Sales,Account Executive,IC,EMP-0260,2024-03-28,active,,quenby.yarrow.emp-0290@co002.example
EMP-0291,Baxter,Duskwood,Sales,Enterprise Account Executive,IC,EMP-0252,2024-05-20,active,,baxter.duskwood.emp-0291@co002.example
EMP-0292,Tobin,Fenmore,Sales,Account Executive,IC,EMP-0254,2023-09-05,active,,tobin.fenmore.emp-0292@co002.example
EMP-0293,Marlowe,Moorfield,Sales,Sales Development Rep,IC,EMP-0259,2025-02-07,active,,marlowe.moorfield.emp-0293@co002.example
EMP-0294,Lyric,Nightshade,Sales,Sales Engineer,IC,EMP-0262,2023-09-23,active,,lyric.nightshade.emp-0294@co002.example
EMP-0295,Marlowe,Osgood,Sales,Account Executive,IC,EMP-0262,2020-05-16,active,,marlowe.osgood.emp-0295@co002.example
EMP-0296,Wystan,Osgood,Sales,Account Executive,IC,EMP-0252,2024-06-10,active,,wystan.osgood.emp-0296@co002.example
EMP-0297,Cassian,Whitlock,Sales,Sales Development Rep,IC,EMP-0256,2023-10-13,active,,cassian.whitlock.emp-0297@co002.example
EMP-0298,Delphine,Whitlock,Sales,Sales Development Rep,IC,EMP-0261,2020-08-18,active,,delphine.whitlock.emp-0298@co002.example
EMP-0299,Halcyon,Norwich,Sales,Enterprise Account Executive,IC,EMP-0257,2022-01-13,active,,halcyon.norwich.emp-0299@co002.example
EMP-0300,Tobin,Thistlewood,Sales,Enterprise Account Executive,IC,EMP-0255,2021-05-18,active,,tobin.thistlewood.emp-0300@co002.example
EMP-0301,Piran,Underhill,Sales,Sales Engineer,IC,EMP-0255,2022-03-15,active,,piran.underhill.emp-0301@co002.example
EMP-0302,Verity,Ashby,Sales,Enterprise Account Executive,IC,EMP-0252,2025-04-23,departed,,verity.ashby.emp-0302@co002.example
EMP-0303,Faro,Blackwood,Sales,Enterprise Account Executive,IC,EMP-0255,2021-09-06,active,,faro.blackwood.emp-0303@co002.example
EMP-0304,Merritt,Moorfield,Sales,Enterprise Account Executive,IC,EMP-0257,2021-04-18,active,,merritt.moorfield.emp-0304@co002.example
EMP-0305,Faro,Juniper,Sales,Sales Engineer,IC,EMP-0256,2022-01-26,active,,faro.juniper.emp-0305@co002.example
EMP-0306,Aldous,Marchbanks,Sales,Sales Development Rep,IC,EMP-0252,2025-12-15,active,,aldous.marchbanks.emp-0306@co002.example
EMP-0307,Verity,Bellcrest,Sales,Sales Engineer,IC,EMP-0248,2021-01-08,active,,verity.bellcrest.emp-0307@co002.example
EMP-0308,Wystan,Fairweather,Sales,Enterprise Account Executive,IC,EMP-0258,2025-06-23,active,,wystan.fairweather.emp-0308@co002.example
EMP-0309,Quillon,Greywick,Sales,Account Executive,IC,EMP-0257,2024-01-01,active,,quillon.greywick.emp-0309@co002.example
EMP-0310,Cormac,Norwich,Sales,Sales Development Rep,IC,EMP-0249,2021-02-20,active,,cormac.norwich.emp-0310@co002.example
EMP-0311,Kestrel,Ashby,Sales,Sales Development Rep,IC,EMP-0252,2023-09-24,active,,kestrel.ashby.emp-0311@co002.example
EMP-0312,Ulric,Marchbanks,Sales,Sales Development Rep,IC,EMP-0263,2021-04-30,active,,ulric.marchbanks.emp-0312@co002.example
EMP-0313,Emlyn,Underhill,Sales,Sales Engineer,IC,EMP-0250,2022-09-07,active,,emlyn.underhill.emp-0313@co002.example
EMP-0314,Rhoswen,Ashgrove,Sales,Sales Development Rep,IC,EMP-0249,2022-07-30,active,,rhoswen.ashgrove.emp-0314@co002.example
EMP-0315,Lyric,Fenmore,Sales,Account Executive,IC,EMP-0257,2022-02-09,active,,lyric.fenmore.emp-0315@co002.example
EMP-0316,Saskia,Marchbanks,Sales,Enterprise Account Executive,IC,EMP-0248,2021-03-29,active,,saskia.marchbanks.emp-0316@co002.example
EMP-0317,Briar,Underhill,Sales,Enterprise Account Executive,IC,EMP-0262,2025-06-20,active,,briar.underhill.emp-0317@co002.example
EMP-0318,Halcyon,Marchbanks,Sales,Sales Development Rep,IC,EMP-0261,2021-01-13,active,,halcyon.marchbanks.emp-0318@co002.example
EMP-0319,Ulric,Ivorwood,Sales,Sales Engineer,IC,EMP-0256,2025-03-07,active,,ulric.ivorwood.emp-0319@co002.example
EMP-0320,Rhoswen,Quennell,Sales,Enterprise Account Executive,IC,EMP-0255,2024-01-27,active,,rhoswen.quennell.emp-0320@co002.example
EMP-0321,Isolde,Marchbanks,Sales,Account Executive,IC,EMP-0255,2020-12-07,active,,isolde.marchbanks.emp-0321@co002.example
EMP-0322,Briar,Jarrow,Sales,Account Executive,IC,EMP-0255,2024-04-04,active,,briar.jarrow.emp-0322@co002.example
EMP-0323,Saskia,Nightshade,Sales,Account Executive,IC,EMP-0262,2020-06-22,active,,saskia.nightshade.emp-0323@co002.example
EMP-0324,Aldous,Elderkin,Sales,Sales Engineer,IC,EMP-0252,2024-09-16,active,,aldous.elderkin.emp-0324@co002.example
EMP-0325,Briar,Oakhurst,Sales,Enterprise Account Executive,IC,EMP-0253,2023-11-23,active,,briar.oakhurst.emp-0325@co002.example
EMP-0326,Zephyrine,Ashby,Sales,Sales Engineer,IC,EMP-0257,2025-01-17,active,,zephyrine.ashby.emp-0326@co002.example
EMP-0327,Saskia,Holloway,Sales,Account Executive,IC,EMP-0260,2022-05-01,active,,saskia.holloway.emp-0327@co002.example
EMP-0328,Honora,Duskwood,Sales,Enterprise Account Executive,IC,EMP-0256,2021-09-30,active,,honora.duskwood.emp-0328@co002.example
EMP-0329,Quillon,Osgood,Sales,Account Executive,IC,EMP-0250,2025-08-02,active,,quillon.osgood.emp-0329@co002.example
EMP-0330,Lyric,Kestenbaum,Sales,Sales Engineer,IC,EMP-0249,2024-08-03,active,,lyric.kestenbaum.emp-0330@co002.example
EMP-0331,Cassian,Pemberton,Sales,Account Executive,IC,EMP-0260,2024-12-12,active,,cassian.pemberton.emp-0331@co002.example
EMP-0332,Oleander,Ingledew,Sales,Sales Development Rep,IC,EMP-0253,2022-06-19,active,,oleander.ingledew.emp-0332@co002.example
EMP-0333,Dashiell,Nightshade,Sales,Sales Engineer,IC,EMP-0249,2025-11-05,active,,dashiell.nightshade.emp-0333@co002.example
EMP-0334,Oleander,Duskwood,Sales,Sales Development Rep,IC,EMP-0251,2023-03-25,active,,oleander.duskwood.emp-0334@co002.example
EMP-0335,Thessaly,Greywick,Sales,Account Executive,IC,EMP-0250,2023-04-21,active,,thessaly.greywick.emp-0335@co002.example
EMP-0336,Rhoswen,Juniper,Sales,Enterprise Account Executive,IC,EMP-0250,2023-04-12,active,,rhoswen.juniper.emp-0336@co002.example
EMP-0337,Emlyn,Larkspur,Sales,Sales Development Rep,IC,EMP-0262,2025-06-10,active,,emlyn.larkspur.emp-0337@co002.example
EMP-0338,Delphine,Millgate,Sales,Enterprise Account Executive,IC,EMP-0251,2020-05-29,active,,delphine.millgate.emp-0338@co002.example
EMP-0339,Ondine,Holloway,Sales,Account Executive,IC,EMP-0257,2020-06-04,active,,ondine.holloway.emp-0339@co002.example
EMP-0340,Perrin,Dunmore,Sales,Sales Development Rep,IC,EMP-0257,2022-08-07,active,,perrin.dunmore.emp-0340@co002.example
EMP-0341,Cassian,Duskwood,Sales,Sales Engineer,IC,EMP-0256,2023-05-09,active,,cassian.duskwood.emp-0341@co002.example
EMP-0342,Merritt,Ashgrove,Sales,Sales Development Rep,IC,EMP-0260,2021-09-01,active,,merritt.ashgrove.emp-0342@co002.example
EMP-0343,Emlyn,Fairweather,Sales,Sales Engineer,IC,EMP-0262,2020-05-27,active,,emlyn.fairweather.emp-0343@co002.example
EMP-0344,Sorrel,Greywick,Sales,Sales Engineer,IC,EMP-0257,2021-06-25,active,,sorrel.greywick.emp-0344@co002.example
EMP-0345,Thessaly,Juniper,Sales,Enterprise Account Executive,IC,EMP-0262,2024-09-26,active,,thessaly.juniper.emp-0345@co002.example
EMP-0346,Halcyon,Elderkin,Sales,Enterprise Account Executive,IC,EMP-0262,2020-11-29,active,,halcyon.elderkin.emp-0346@co002.example
EMP-0347,Tobin,Marchbanks,Sales,Sales Engineer,IC,EMP-0259,2022-08-05,active,,tobin.marchbanks.emp-0347@co002.example
EMP-0348,Gideon,Larkspur,Marketing,"VP, Marketing",VP,EMP-0001,2019-08-03,active,,gideon.larkspur.emp-0348@co002.example
EMP-0349,Isolde,Corrigan,Marketing,"Director, Marketing",Director,EMP-0348,2024-07-16,active,,isolde.corrigan.emp-0349@co002.example
EMP-0350,Tobin,Yarrow,Marketing,"Director, Marketing",Director,EMP-0348,2020-12-01,active,,tobin.yarrow.emp-0350@co002.example
EMP-0351,Merritt,Oakhurst,Marketing,Marketing Manager,Manager,EMP-0350,2021-09-07,active,,merritt.oakhurst.emp-0351@co002.example
EMP-0352,Wystan,Fenmore,Marketing,Marketing Manager,Manager,EMP-0349,2023-11-01,active,,wystan.fenmore.emp-0352@co002.example
EMP-0353,Emlyn,Juniper,Marketing,Marketing Manager,Manager,EMP-0350,2020-04-12,active,,emlyn.juniper.emp-0353@co002.example
EMP-0354,Merritt,Pennington,Marketing,Marketing Manager,Manager,EMP-0349,2022-12-03,active,,merritt.pennington.emp-0354@co002.example
EMP-0355,Freya,Ravenscroft,Marketing,Marketing Manager,Manager,EMP-0349,2020-10-15,active,,freya.ravenscroft.emp-0355@co002.example
EMP-0356,Quillon,Kestenbaum,Marketing,Marketing Manager,Manager,EMP-0349,2025-09-19,active,,quillon.kestenbaum.emp-0356@co002.example
EMP-0357,Ewald,Larkspur,Marketing,Demand Generation Specialist,IC,EMP-0356,2022-07-11,active,,ewald.larkspur.emp-0357@co002.example
EMP-0358,Lior,Underhill,Marketing,Content Marketer,IC,EMP-0355,2023-07-13,active,,lior.underhill.emp-0358@co002.example
EMP-0359,Baxter,Nightshade,Marketing,Demand Generation Specialist,IC,EMP-0356,2021-06-18,active,,baxter.nightshade.emp-0359@co002.example
EMP-0360,Wrenna,Underhill,Marketing,Content Marketer,IC,EMP-0356,2025-09-28,active,,wrenna.underhill.emp-0360@co002.example
EMP-0361,Freya,Moorfield,Marketing,Demand Generation Specialist,IC,EMP-0355,2022-09-26,active,,freya.moorfield.emp-0361@co002.example
EMP-0362,Tobin,Bellcrest,Marketing,Marketing Manager,IC,EMP-0355,2021-09-12,active,,tobin.bellcrest.emp-0362@co002.example
EMP-0363,Ewald,Everhart,Marketing,Demand Generation Specialist,IC,EMP-0351,2021-05-10,active,,ewald.everhart.emp-0363@co002.example
EMP-0364,Yara,Norwich,Marketing,Demand Generation Specialist,IC,EMP-0352,2025-01-10,active,,yara.norwich.emp-0364@co002.example
EMP-0365,Lior,Blackwood,Marketing,Demand Generation Specialist,IC,EMP-0355,2022-11-22,active,,lior.blackwood.emp-0365@co002.example
EMP-0366,Saskia,Hallowell,Marketing,Marketing Manager,IC,EMP-0351,2022-06-17,active,,saskia.hallowell.emp-0366@co002.example
EMP-0367,Emlyn,Holloway,Marketing,Marketing Manager,IC,EMP-0356,2026-02-09,active,,emlyn.holloway.emp-0367@co002.example
EMP-0368,Wystan,Elderkin,Marketing,Demand Generation Specialist,IC,EMP-0354,2023-12-25,active,,wystan.elderkin.emp-0368@co002.example
EMP-0369,Ulric,Oakhurst,Marketing,Marketing Manager,IC,EMP-0352,2024-12-25,active,,ulric.oakhurst.emp-0369@co002.example
EMP-0370,Junot,Juniper,Marketing,Content Marketer,IC,EMP-0351,2024-09-04,active,,junot.juniper.emp-0370@co002.example
EMP-0371,Corwin,Pemberton,Marketing,Content Marketer,IC,EMP-0356,2024-01-13,active,,corwin.pemberton.emp-0371@co002.example
EMP-0372,Ulric,Holloway,Marketing,Marketing Manager,IC,EMP-0352,2025-07-11,active,,ulric.holloway.emp-0372@co002.example
EMP-0373,Honora,Osgood,Marketing,Demand Generation Specialist,IC,EMP-0352,2022-12-19,active,,honora.osgood.emp-0373@co002.example
EMP-0374,Briar,Greywick,Marketing,Demand Generation Specialist,IC,EMP-0355,2020-11-25,active,,briar.greywick.emp-0374@co002.example
EMP-0375,Ivo,Quennell,Marketing,Demand Generation Specialist,IC,EMP-0352,2024-10-13,active,,ivo.quennell.emp-0375@co002.example
EMP-0376,Honora,Yarrow,Marketing,Content Marketer,IC,EMP-0355,2025-10-25,active,,honora.yarrow.emp-0376@co002.example
EMP-0377,Rhoswen,Moorfield,Marketing,Demand Generation Specialist,IC,EMP-0354,2021-12-15,active,,rhoswen.moorfield.emp-0377@co002.example
EMP-0378,Reyna,Juniper,Marketing,Marketing Manager,IC,EMP-0352,2024-07-09,active,,reyna.juniper.emp-0378@co002.example
EMP-0379,Honora,Elderkin,Marketing,Content Marketer,IC,EMP-0356,2022-04-20,active,,honora.elderkin.emp-0379@co002.example
EMP-0380,Gideon,Pemberton,Marketing,Marketing Manager,IC,EMP-0356,2024-07-15,active,,gideon.pemberton.emp-0380@co002.example
EMP-0381,Delphine,Kirtland,Marketing,Content Marketer,IC,EMP-0351,2022-09-17,active,,delphine.kirtland.emp-0381@co002.example
EMP-0382,Saskia,Blackwood,Marketing,Marketing Manager,IC,EMP-0353,2023-08-26,active,,saskia.blackwood.emp-0382@co002.example
EMP-0383,Ondine,Oakhurst,Marketing,Marketing Manager,IC,EMP-0353,2023-02-05,active,,ondine.oakhurst.emp-0383@co002.example
EMP-0384,Ivo,Blackwood,Marketing,Content Marketer,IC,EMP-0353,2024-06-04,active,,ivo.blackwood.emp-0384@co002.example
EMP-0385,Reyna,Blackwood,Marketing,Marketing Manager,IC,EMP-0356,2026-01-28,active,,reyna.blackwood.emp-0385@co002.example
EMP-0386,Fenwick,Fenmore,Marketing,Demand Generation Specialist,IC,EMP-0354,2022-02-12,active,,fenwick.fenmore.emp-0386@co002.example
EMP-0387,Merritt,Dunmore,Marketing,Marketing Manager,IC,EMP-0352,2021-06-30,active,,merritt.dunmore.emp-0387@co002.example
EMP-0388,Corwin,Whitlock,Marketing,Marketing Manager,IC,EMP-0352,2025-03-16,active,,corwin.whitlock.emp-0388@co002.example
EMP-0389,Hollis,Ravenscroft,Marketing,Content Marketer,IC,EMP-0351,2022-10-30,active,,hollis.ravenscroft.emp-0389@co002.example
EMP-0390,Rhoswen,Thistlewood,Customer Success,"VP, Customer Success",VP,EMP-0001,2021-01-10,active,,rhoswen.thistlewood.emp-0390@co002.example
EMP-0391,Honora,Ingledew,Customer Success,"Director, Customer Success",Director,EMP-0390,2021-02-25,active,,honora.ingledew.emp-0391@co002.example
