hris_person_id,employee_id,full_name,work_email,department,role_title,level,manager_employee_id,hire_date,employment_status,employment_type,fte,record_status,last_updated
PER-100150,EMP-0158,Guinevere Thistlewood,guinevere.thistlewood.emp-0158@co002.example,Engineering,Staff Engineer,IC,EMP-0019,2024-11-28,active,full_time,1.0,active,2025-12-15
PER-100151,EMP-0159,Freya Quennell,freya.quennell.emp-0159@co002.example,Engineering,Staff Engineer,IC,EMP-0027,2021-03-20,active,full_time,1.0,active,2026-01-02
PER-100152,EMP-0160,Sorrel Elderkin,sorrel.elderkin.emp-0160@co002.example,Engineering,Senior Software Engineer,IC,EMP-0038,2023-01-02,active,full_time,1.0,active,2026-03-03
PER-100153,EMP-0161,Hollis Larkspur,hollis.larkspur.emp-0161@co002.example,Engineering,Staff Engineer,IC,EMP-0023,2023-11-18,active,full_time,1.0,active,2025-11-10
PER-100154,EMP-0162,Quenby Oakhurst,quenby.oakhurst.emp-0162@co002.example,Engineering,Software Engineer,IC,EMP-0029,2023-04-25,active,full_time,1.0,active,2026-01-13
PER-100155,EMP-0163,Wrenna Larkspur,wrenna.larkspur.emp-0163@co002.example,Engineering,Senior Software Engineer,IC,EMP-0031,2024-04-15,active,full_time,1.0,active,2026-03-04
PER-100156,EMP-0164,Lior Hallowell,lior.hallowell.emp-0164@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0040,2022-08-10,active,full_time,1.0,active,2026-02-12
PER-100157,EMP-0165,Tamsin Yarrow,tamsin.yarrow.emp-0165@co002.example,Engineering,Software Engineer,IC,EMP-0037,2025-04-14,active,full_time,1.0,active,2026-01-16
PER-100158,EMP-0166,Junot Yarrow,junot.yarrow.emp-0166@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0014,2020-08-03,active,full_time,1.0,active,2025-12-26
PER-100159,EMP-0167,Perrin Millgate,perrin.millgate.emp-0167@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0020,2021-11-10,active,part_time,0.8,active,2026-01-11
PER-100160,EMP-0168,Hollis Kestenbaum,hollis.kestenbaum.emp-0168@co002.example,Engineering,Software Engineer,IC,EMP-0040,2022-12-17,active,full_time,1.0,active,2025-12-23
PER-100161,EMP-0169,Emlyn Blackwood,emlyn.blackwood.emp-0169@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0022,2022-06-22,active,full_time,1.0,active,2025-11-21
PER-100162,EMP-0170,Isolde Ravenscroft,isolde.ravenscroft.emp-0170@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0021,2023-06-01,active,full_time,1.0,active,2026-02-17
PER-100163,EMP-0171,Quenby Grayling,quenby.grayling.emp-0171@co002.example,Engineering,Senior Software Engineer,IC,EMP-0040,2024-07-22,active,full_time,1.0,active,2026-03-05
PER-100164,EMP-0172,Saskia Elderkin,saskia.elderkin.emp-0172@co002.example,Engineering,Senior Software Engineer,IC,EMP-0019,2024-03-10,active,full_time,1.0,active,2025-11-25
PER-100165,EMP-0173,Quillon Dunmore,quillon.dunmore.emp-0173@co002.example,Engineering,Staff Engineer,IC,EMP-0040,2025-03-17,active,full_time,1.0,active,2026-03-16
PER-100166,EMP-0174,Fenwick Norwich,fenwick.norwich.emp-0174@co002.example,Engineering,Senior Software Engineer,IC,EMP-0020,2025-11-04,active,full_time,1.0,active,2025-11-23
PER-100167,EMP-0175,Wystan Ingledew,wystan.ingledew.emp-0175@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0024,2023-10-10,active,full_time,1.0,active,2025-11-15
PER-100168,EMP-0176,Wystan Ravenscroft,wystan.ravenscroft.emp-0176@co002.example,Engineering,Software Engineer,IC,EMP-0019,2023-09-27,active,full_time,1.0,active,2025-10-04
PER-100169,EMP-0177,Gideon Yarrow,gideon.yarrow.emp-0177@co002.example,Engineering,QA Engineer,IC,EMP-0032,2021-01-15,active,full_time,1.0,active,2025-12-01
PER-100170,EMP-0178,Branwen Whitlock,branwen.whitlock.emp-0178@co002.example,Engineering,Senior Software Engineer,IC,EMP-0018,2026-01-22,active,full_time,1.0,active,2026-03-10
PER-100171,EMP-0179,Aldous Millgate,aldous.millgate.emp-0179@co002.example,Engineering,Senior Software Engineer,IC,EMP-0032,2023-10-18,active,full_time,1.0,active,2025-11-07
PER-100172,EMP-0180,Corin Moorfield,corin.moorfield.emp-0180@co002.example,Engineering,Software Engineer,IC,EMP-0040,2024-09-01,active,full_time,1.0,active,2025-12-26
PER-100173,EMP-0181,Sorrel Osgood,sorrel.osgood.emp-0181@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0034,2023-05-17,active,full_time,1.0,active,2026-01-22
PER-100174,EMP-0182,Tamsin Fenmore,tamsin.fenmore.emp-0182@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0024,2025-09-26,active,full_time,1.0,active,2025-10-07
PER-100175,EMP-0183,Rhoswen Greywick,rhoswen.greywick.emp-0183@co002.example,Engineering,Senior Software Engineer,IC,EMP-0036,2023-01-26,active,full_time,1.0,active,2026-03-07
PER-100176,EMP-0184,Oleander Grayling,oleander.grayling.emp-0184@co002.example,Engineering,Staff Engineer,IC,EMP-0039,2025-04-12,active,full_time,1.0,active,2025-11-11
PER-100177,EMP-0185,Kestrel Thistlewood,kestrel.thistlewood.emp-0185@co002.example,Engineering,Senior Software Engineer,IC,EMP-0041,2020-07-14,active,full_time,1.0,active,2026-01-31
PER-100178,EMP-0186,Lyric Ivorwood,lyric.ivorwood.emp-0186@co002.example,Engineering,Senior Software Engineer,IC,EMP-0023,2023-05-06,active,full_time,1.0,active,2025-10-13
PER-100179,EMP-0187,Thessaly Quennell,thessaly.quennell.emp-0187@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0039,2022-03-05,active,full_time,1.0,active,2025-12-24
PER-100180,EMP-0188,Fenwick Everhart,fenwick.everhart.emp-0188@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0038,2020-08-23,active,full_time,1.0,active,2026-03-20
PER-100181,EMP-0189,Saskia Underhill,saskia.underhill.emp-0189@co002.example,Engineering,Site Reliability Engineer,IC,EMP-0024,2021-01-19,active,full_time,1.0,active,2026-01-04
PER-100182,EMP-0190,Ulric Nightshade,ulric.nightshade.emp-0190@co002.example,Engineering,Senior Software Engineer,IC,EMP-0031,2021-03-07,active,full_time,1.0,active,2026-02-26
PER-100183,EMP-0191,Halcyon Osgood,halcyon.osgood.emp-0191@co002.example,Engineering,Software Engineer,IC,EMP-0014,2023-09-04,active,full_time,1.0,active,2025-11-03
PER-100184,EMP-0192,Freya Fairweather,freya.fairweather.emp-0192@co002.example,Product,"VP, Product",VP,EMP-0001,2022-04-25,active,full_time,1.0,active,2026-01-18
PER-100185,EMP-0193,Aldous Ivorwood,aldous.ivorwood.emp-0193@co002.example,Product,"Director, Product",Director,EMP-0192,2023-06-29,active,full_time,1.0,active,2025-11-22
PER-100186,EMP-0194,Ivo Hallowell,ivo.hallowell.emp-0194@co002.example,Product,"Director, Product",Director,EMP-0192,2021-11-15,active,part_time,0.6,active,2026-03-15
PER-100187,EMP-0195,Thessaly Blackwood,thessaly.blackwood.emp-0195@co002.example,Product,"Director, Product",Director,EMP-0192,2025-10-18,active,full_time,1.0,active,2025-11-17
PER-100188,EMP-0196,Isolde Nightshade,isolde.nightshade.emp-0196@co002.example,Product,Product Manager,Manager,EMP-0194,2023-02-12,active,full_time,1.0,active,2025-12-20
PER-100189,EMP-0197,Gideon Greywick,gideon.greywick.emp-0197@co002.example,Product,Product Manager,Manager,EMP-0193,2023-10-15,active,full_time,1.0,active,2026-03-02
PER-100190,EMP-0199,Baxter Dunmore,baxter.dunmore.emp-0199@co002.example,Product,Product Manager,Manager,EMP-0195,2022-02-03,active,full_time,1.0,active,2025-11-12
PER-100191,EMP-0200,Thessaly Jarrow,thessaly.jarrow.emp-0200@co002.example,Product,Product Manager,Manager,EMP-0195,2020-09-19,active,full_time,1.0,active,2026-01-05
PER-100192,EMP-0201,Wystan Dunmore,wystan.dunmore.emp-0201@co002.example,Product,Product Manager,Manager,EMP-0194,2021-09-15,active,full_time,1.0,active,2026-03-19
PER-100193,EMP-0202,Junot Nightshade,junot.nightshade.emp-0202@co002.example,Product,Product Manager,Manager,EMP-0195,2023-10-21,active,full_time,1.0,active,2025-11-16
PER-100194,EMP-0203,Verity Blackwood,verity.blackwood.emp-0203@co002.example,Product,Senior Product Manager,IC,EMP-0196,2020-08-05,active,full_time,1.0,active,2026-01-05
PER-100195,EMP-0204,Quenby Quennell,quenby.quennell.emp-0204@co002.example,Product,Product Analyst,IC,EMP-0199,2021-01-14,active,full_time,1.0,active,2025-11-17
PER-100196,EMP-0205,Kestrel Hallowell,kestrel.hallowell.emp-0205@co002.example,Product,Senior Product Manager,IC,EMP-0201,2021-11-20,active,full_time,1.0,active,2025-10-25
PER-100197,EMP-0206,Ivo Elderkin,ivo.elderkin.emp-0206@co002.example,Product,Product Manager,IC,EMP-0199,2021-11-09,active,full_time,1.0,active,2025-10-17
PER-100198,EMP-0207,Dashiell Kirtland,dashiell.kirtland.emp-0207@co002.example,Product,Senior Product Manager,IC,EMP-0197,2022-12-04,active,full_time,1.0,active,2026-01-29
PER-100199,EMP-0208,Yara Blackwood,yara.blackwood.emp-0208@co002.example,Product,Senior Product Manager,IC,EMP-0201,2024-02-26,active,full_time,1.0,active,2026-02-01
PER-100200,EMP-0209,Verity Holloway,verity.holloway.emp-0209@co002.example,Product,Product Analyst,IC,EMP-0197,2022-10-13,active,full_time,1.0,active,2025-12-14
PER-100201,EMP-0210,Quenby Pennington,quenby.pennington.emp-0210@co002.example,Product,Senior Product Manager,IC,EMP-0198,2021-05-28,active,full_time,1.0,active,2025-11-04
PER-100202,EMP-0211,Lior Whitlock,lior.whitlock.emp-0211@co002.example,Product,Product Analyst,IC,EMP-0202,2021-09-02,active,full_time,1.0,active,2026-03-10
PER-100203,EMP-0212,Verity Norwich,verity.norwich.emp-0212@co002.example,Product,Product Analyst,IC,EMP-0199,2025-07-25,active,full_time,1.0,active,2025-10-27
PER-100204,EMP-0213,Branwen Grayling,branwen.grayling.emp-0213@co002.example,Product,Product Manager,IC,EMP-0198,2021-02-03,active,full_time,1.0,active,2025-12-23
PER-100205,EMP-0214,Tamsin Larkspur,tamsin.larkspur.emp-0214@co002.example,Product,Senior Product Manager,IC,EMP-0200,2023-11-14,active,full_time,1.0,active,2025-10-10
PER-100206,EMP-0215,Piran Fairweather,piran.fairweather.emp-0215@co002.example,Product,Senior Product Manager,IC,EMP-0202,2022-09-28,active,full_time,1.0,active,2025-10-27
PER-100207,EMP-0216,Freya Grayling,freya.grayling.emp-0216@co002.example,Product,Senior Product Manager,IC,EMP-0199,2022-10-11,active,full_time,1.0,active,2026-03-29
PER-100208,EMP-0217,Zephyrine Whitlock,zephyrine.whitlock.emp-0217@co002.example,Product,Product Manager,IC,EMP-0198,2024-01-19,active,full_time,1.0,active,2026-03-04
PER-100209,EMP-0218,Quenby Underhill,quenby.underhill.emp-0218@co002.example,Product,Product Analyst,IC,EMP-0200,2023-06-13,active,full_time,1.0,active,2025-11-08
PER-100210,EMP-0219,Marlowe Fenmore,marlowe.fenmore.emp-0219@co002.example,Product,Product Manager,IC,EMP-0199,2023-07-16,active,full_time,1.0,active,2025-10-26
PER-100211,EMP-0220,Branwen Nightshade,branwen.nightshade.emp-0220@co002.example,Product,Product Analyst,IC,EMP-0198,2021-06-11,active,full_time,1.0,active,2026-01-20
PER-100212,EMP-0221,Sable Ravenscroft,sable.ravenscroft.emp-0221@co002.example,Product,Product Analyst,IC,EMP-0196,2025-08-20,active,full_time,1.0,active,2026-02-23
PER-100213,EMP-0222,Aldous Ashby,aldous.ashby.emp-0222@co002.example,Product,Product Analyst,IC,EMP-0202,2025-01-21,active,full_time,1.0,active,2025-12-18
PER-100214,EMP-0223,Freya Millgate,freya.millgate.emp-0223@co002.example,Product,Product Manager,IC,EMP-0198,2022-08-15,active,full_time,1.0,active,2025-10-13
PER-100215,EMP-0224,Wystan Quennell,wystan.quennell.emp-0224@co002.example,Product,Product Analyst,IC,EMP-0199,2022-07-09,active,full_time,1.0,active,2026-02-01
PER-100216,EMP-0225,Faro Kestenbaum,faro.kestenbaum.emp-0225@co002.example,Product,Product Manager,IC,EMP-0197,2020-06-26,active,full_time,1.0,active,2026-03-28
PER-100217,EMP-0226,Zephyrine Norwich,zephyrine.norwich.emp-0226@co002.example,Product,Senior Product Manager,IC,EMP-0201,2022-02-20,active,full_time,1.0,active,2026-03-20
PER-100218,EMP-0227,Zephyrine Juniper,zephyrine.juniper.emp-0227@co002.example,Product,Senior Product Manager,IC,EMP-0198,2022-07-29,active,full_time,1.0,active,2026-03-24
PER-100219,EMP-0228,Ivo Marchbanks,ivo.marchbanks.emp-0228@co002.example,Product,Senior Product Manager,IC,EMP-0196,2021-10-18,active,full_time,1.0,active,2026-01-23
PER-100220,EMP-0229,Junot Crestfall,junot.crestfall.emp-0229@co002.example,Product,Product Analyst,IC,EMP-0200,2024-03-09,active,full_time,1.0,active,2025-11-25
PER-100221,EMP-0230,Halcyon Pemberton,halcyon.pemberton.emp-0230@co002.example,Product,Product Manager,IC,EMP-0200,2021-05-03,active,part_time,0.8,active,2026-03-08
PER-100222,EMP-0231,Nessa Grayling,nessa.grayling.emp-0231@co002.example,Product,Product Analyst,IC,EMP-0199,2026-01-19,active,full_time,1.0,active,2026-03-15
PER-100223,EMP-0232,Branwen Kirtland,branwen.kirtland.emp-0232@co002.example,Product,Senior Product Manager,IC,EMP-0198,2022-06-05,active,full_time,1.0,active,2026-01-28
PER-100224,EMP-0233,Sable Quennell,sable.quennell.emp-0233@co002.example,Product,Product Manager,IC,EMP-0197,2023-12-24,active,full_time,1.0,active,2026-01-04
PER-100225,EMP-0234,Nessa Marchbanks,nessa.marchbanks.emp-0234@co002.example,Product,Product Analyst,IC,EMP-0199,2024-08-10,active,full_time,1.0,active,2026-02-18
PER-100226,EMP-0235,Zephyrine Quennell,zephyrine.quennell.emp-0235@co002.example,Product,Senior Product Manager,IC,EMP-0198,2022-05-22,active,full_time,1.0,active,2025-12-12
PER-100227,EMP-0236,Ondine Bellcrest,ondine.bellcrest.emp-0236@co002.example,Product,Senior Product Manager,IC,EMP-0200,2020-11-24,active,full_time,1.0,active,2025-10-05
PER-100228,EMP-0237,Faro Dunmore,faro.dunmore.emp-0237@co002.example,Product,Product Analyst,IC,EMP-0196,2023-08-25,active,full_time,1.0,active,2026-03-11
PER-100229,EMP-0238,Reyna Ingledew,reyna.ingledew.emp-0238@co002.example,Product,Product Manager,IC,EMP-0201,2025-11-25,active,full_time,1.0,active,2026-03-08
PER-100230,EMP-0239,Gideon Fairweather,gideon.fairweather.emp-0239@co002.example,Product,Product Manager,IC,EMP-0200,2024-10-03,active,full_time,1.0,active,2026-02-28
PER-100231,EMP-0240,Zephyrine Ashgrove,zephyrine.ashgrove.emp-0240@co002.example,Product,Senior Product Manager,IC,EMP-0200,2021-03-22,active,full_time,1.0,active,2026-01-06
PER-100232,EMP-0241,Fenwick Duskwood,fenwick.duskwood.emp-0241@co002.example,Sales,"VP, Sales",VP,EMP-0001,2023-01-30,active,full_time,1.0,active,2025-12-11
PER-100233,EMP-0242,Marlowe Millgate,marlowe.millgate.emp-0242@co002.example,Sales,"Director, Sales",Director,EMP-0241,2025-10-17,active,full_time,1.0,active,2026-03-20
PER-100234,EMP-0243,Zephyrine Everhart,zephyrine.everhart.emp-0243@co002.example,Sales,"Director, Sales",Director,EMP-0241,2025-03-13,active,full_time,1.0,active,2025-11-23
PER-100235,EMP-0244,Lyric Ingledew,lyric.ingledew.emp-0244@co002.example,Sales,"Director, Sales",Director,EMP-0241,2023-08-03,active,full_time,1.0,active,2025-12-09
PER-100236,EMP-0245,Ulric Ingledew,ulric.ingledew.emp-0245@co002.example,Sales,"Director, Sales",Director,EMP-0241,2022-08-24,active,full_time,1.0,active,2025-12-20
PER-100237,EMP-0246,Piran Crestfall,piran.crestfall.emp-0246@co002.example,Sales,"Director, Sales",Director,EMP-0241,2021-10-11,active,full_time,1.0,active,2026-01-14
PER-100238,EMP-0247,Piran Hallowell,piran.hallowell.emp-0247@co002.example,Sales,"Director, Sales",Director,EMP-0241,2022-05-24,active,full_time,1.0,active,2026-03-23
PER-100239,EMP-0248,Piran Kestenbaum,piran.kestenbaum.emp-0248@co002.example,Sales,Sales Manager,Manager,EMP-0245,2023-01-28,active,full_time,1.0,active,2026-01-04
PER-100240,EMP-0249,Fenwick Quennell,fenwick.quennell.emp-0249@co002.example,Sales,Sales Manager,Manager,EMP-0245,2021-08-02,active,full_time,1.0,active,2025-12-09
PER-100241,EMP-0250,Kestrel Corrigan,kestrel.corrigan.emp-0250@co002.example,Sales,Sales Manager,Manager,EMP-0244,2023-06-25,active,full_time,1.0,active,2026-01-21
PER-100242,EMP-0251,Briar Fenmore,briar.fenmore.emp-0251@co002.example,Sales,Sales Manager,Manager,EMP-0247,2025-05-29,active,full_time,1.0,active,2026-02-06
PER-100243,EMP-0252,Halcyon Jarrow,halcyon.jarrow.emp-0252@co002.example,Sales,Sales Manager,Manager,EMP-0242,2023-11-02,active,full_time,1.0,active,2026-03-24
PER-100244,EMP-0253,Lior Moorfield,lior.moorfield.emp-0253@co002.example,Sales,Sales Manager,Manager,EMP-0243,2021-02-04,active,full_time,1.0,active,2026-02-13
PER-100245,EMP-0254,Odalys Pemberton,odalys.pemberton.emp-0254@co002.example,Sales,Sales Manager,Manager,EMP-0244,2025-04-13,active,part_time,0.6,active,2026-03-06
PER-100246,EMP-0255,Tobin Blackwood,tobin.blackwood.emp-0255@co002.example,Sales,Sales Manager,Manager,EMP-0246,2023-12-31,active,full_time,1.0,active,2025-12-29
PER-100247,EMP-0256,Branwen Millgate,branwen.millgate.emp-0256@co002.example,Sales,Sales Manager,Manager,EMP-0242,2025-03-09,active,full_time,1.0,active,2026-02-09
PER-100248,EMP-0257,Reyna Loxley,reyna.loxley.emp-0257@co002.example,Sales,Sales Manager,Manager,EMP-0247,2023-04-24,active,full_time,1.0,active,2026-01-24
PER-100249,EMP-0258,Fenwick Oakhurst,fenwick.oakhurst.emp-0258@co002.example,Sales,Sales Manager,Manager,EMP-0246,2021-01-12,active,part_time,0.6,active,2025-12-25
PER-100250,EMP-0259,Rhoswen Millgate,rhoswen.millgate.emp-0259@co002.example,Sales,Sales Manager,Manager,EMP-0245,2021-11-19,active,full_time,1.0,active,2026-01-21
PER-100251,EMP-0260,Junot Bellcrest,junot.bellcrest.emp-0260@co002.example,Sales,Sales Manager,Manager,EMP-0247,2022-10-10,active,full_time,1.0,active,2025-11-29
PER-100252,EMP-0261,Piran Loxley,piran.loxley.emp-0261@co002.example,Sales,Sales Manager,Manager,EMP-0243,2024-04-09,active,full_time,1.0,active,2025-10-29
PER-100253,EMP-0262,Marlowe Pemberton,marlowe.pemberton.emp-0262@co002.example,Sales,Sales Manager,Manager,EMP-0245,2021-04-11,active,full_time,1.0,active,2026-01-12
PER-100254,EMP-0263,Wystan Hallowell,wystan.hallowell.emp-0263@co002.example,Sales,Sales Manager,Manager,EMP-0245,2023-04-15,active,full_time,1.0,active,2025-10-27
PER-100255,EMP-0264,Oleander Jarrow,oleander.jarrow.emp-0264@co002.example,Sales,Enterprise Account Executive,IC,EMP-0250,2025-09-18,active,full_time,1.0,active,2026-02-10
PER-100256,EMP-0265,Tobin Greywick,tobin.greywick.emp-0265@co002.example,Sales,Sales Development Rep,IC,EMP-0263,2025-04-20,active,full_time,1.0,active,2025-10-13
PER-100257,EMP-0266,Piran Larkspur,piran.larkspur.emp-0266@co002.example,Sales,Enterprise Account Executive,IC,EMP-0249,2025-09-02,active,full_time,1.0,active,2025-12-26
PER-100258,EMP-0267,Marlowe Yarrow,marlowe.yarrow.emp-0267@co002.example,Sales,Enterprise Account Executive,IC,EMP-0261,2026-01-08,active,full_time,1.0,active,2026-01-14
PER-100259,EMP-0268,Tobin Ashby,tobin.ashby.emp-0268@co002.example,Sales,Sales Development Rep,IC,EMP-0248,2021-08-04,active,full_time,1.0,active,2025-12-13
PER-100260,EMP-0269,Fenwick Ivorwood,fenwick.ivorwood.emp-0269@co002.example,Sales,Enterprise Account Executive,IC,EMP-0261,2021-03-06,active,full_time,1.0,active,2025-11-05
PER-100261,EMP-0270,Junot Grayling,junot.grayling.emp-0270@co002.example,Sales,Sales Engineer,IC,EMP-0260,2025-08-29,active,full_time,1.0,active,2026-02-28
PER-100262,EMP-0271,Reyna Greywick,reyna.greywick.emp-0271@co002.example,Sales,Sales Engineer,IC,EMP-0248,2020-11-30,active,full_time,1.0,active,2025-12-15
PER-100263,EMP-0272,Wrenna Corrigan,wrenna.corrigan.emp-0272@co002.example,Sales,Account Executive,IC,EMP-0263,2025-11-15,active,full_time,1.0,active,2025-11-15
PER-100264,EMP-0273,Honora Underhill,honora.underhill.emp-0273@co002.example,Sales,Account Executive,IC,EMP-0250,2022-04-13,active,full_time,1.0,active,2026-01-05
PER-100265,EMP-0274,Odalys Ivorwood,odalys.ivorwood.emp-0274@co002.example,Sales,Sales Development Rep,IC,EMP-0260,2020-11-16,active,full_time,1.0,active,2026-03-05
PER-100266,EMP-0275,Hollis Fairweather,hollis.fairweather.emp-0275@co002.example,Sales,Account Executive,IC,EMP-0253,2021-06-23,active,full_time,1.0,active,2025-12-14
PER-100267,EMP-0276,Odalys Whitlock,odalys.whitlock.emp-0276@co002.example,Sales,Enterprise Account Executive,IC,EMP-0261,2024-03-30,active,full_time,1.0,active,2025-10-07
PER-100268,EMP-0277,Cormac Kestenbaum,cormac.kestenbaum.emp-0277@co002.example,Sales,Enterprise Account Executive,IC,EMP-0262,2025-06-23,active,full_time,1.0,active,2026-01-07
PER-100269,EMP-0278,Merritt Crestfall,merritt.crestfall.emp-0278@co002.example,Sales,Sales Development Rep,IC,EMP-0262,2023-06-20,active,full_time,1.0,active,2025-11-28
PER-100270,EMP-0280,Verity Hallowell,verity.hallowell.emp-0280@co002.example,Sales,Sales Engineer,IC,EMP-0249,2020-12-30,active,full_time,1.0,active,2025-12-13
PER-100271,EMP-0281,Rhoswen Underhill,rhoswen.underhill.emp-0281@co002.example,Sales,Account Executive,IC,EMP-0261,2021-12-15,active,full_time,1.0,active,2025-10-22
PER-100272,EMP-0282,Emlyn Marchbanks,emlyn.marchbanks.emp-0282@co002.example,Sales,Enterprise Account Executive,IC,EMP-0254,2022-09-30,active,full_time,1.0,active,2026-01-22
PER-100273,EMP-0283,Hollis Pemberton,hollis.pemberton.emp-0283@co002.example,Sales,Sales Engineer,IC,EMP-0258,2021-09-21,active,full_time,1.0,active,2025-12-15
PER-100274,EMP-0284,Zephyrine Holloway,zephyrine.holloway.emp-0284@co002.example,Sales,Enterprise Account Executive,IC,EMP-0260,2025-10-06,active,full_time,1.0,active,2026-03-30
PER-100275,EMP-0285,Saskia Pemberton,saskia.pemberton.emp-0285@co002.example,Sales,Enterprise Account Executive,IC,EMP-0263,2024-01-05,active,part_time,0.6,active,2025-12-07
PER-100276,EMP-0286,Lyric Elderkin,lyric.elderkin.emp-0286@co002.example,Sales,Sales Engineer,IC,EMP-0251,2021-01-11,active,full_time,1.0,active,2026-03-19
PER-100277,EMP-0287,Ewald Bellcrest,ewald.bellcrest.emp-0287@co002.example,Sales,Account Executive,IC,EMP-0249,2024-11-30,active,full_time,1.0,active,2026-02-24
PER-100278,EMP-0288,Quenby Ravenscroft,quenby.ravenscroft.emp-0288@co002.example,Sales,Sales Development Rep,IC,EMP-0261,2020-07-14,active,full_time,1.0,active,2026-01-15
PER-100279,EMP-0289,Verity Quennell,verity.quennell.emp-0289@co002.example,Sales,Sales Engineer,IC,EMP-0251,2023-04-20,active,full_time,1.0,active,2025-11-18
PER-100280,EMP-0290,Quenby Yarrow,quenby.yarrow.emp-0290@co002.example,Sales,Account Executive,IC,EMP-0260,2024-03-28,active,full_time,1.0,active,2025-10-24
PER-100281,EMP-0291,Baxter Duskwood,baxter.duskwood.emp-0291@co002.example,Sales,Enterprise Account Executive,IC,EMP-0252,2024-05-20,active,full_time,1.0,active,2025-11-11
PER-100282,EMP-0292,Tobin Fenmore,tobin.fenmore.emp-0292@co002.example,Sales,Account Executive,IC,EMP-0254,2023-09-05,active,full_time,1.0,active,2025-10-11
PER-100283,EMP-0293,Marlowe Moorfield,marlowe.moorfield.emp-0293@co002.example,Sales,Sales Development Rep,IC,EMP-0259,2025-02-07,active,full_time,1.0,active,2026-01-08
PER-100284,EMP-0294,Lyric Nightshade,lyric.nightshade.emp-0294@co002.example,Sales,Sales Engineer,IC,EMP-0262,2023-09-23,active,part_time,0.8,active,2026-03-11
PER-100285,EMP-0295,Marlowe Osgood,marlowe.osgood.emp-0295@co002.example,Sales,Account Executive,IC,EMP-0262,2020-05-16,active,full_time,1.0,active,2026-03-01
PER-100286,EMP-0296,Wystan Osgood,wystan.osgood.emp-0296@co002.example,Sales,Account Executive,IC,EMP-0252,2024-06-10,active,full_time,1.0,active,2025-11-16
PER-100287,EMP-0297,Cassian Whitlock,cassian.whitlock.emp-0297@co002.example,Sales,Sales Development Rep,IC,EMP-0256,2023-10-13,active,full_time,1.0,active,2026-03-04
PER-100288,EMP-0298,Delphine Whitlock,delphine.whitlock.emp-0298@co002.example,Sales,Sales Development Rep,IC,EMP-0261,2020-08-18,active,full_time,1.0,active,2025-12-11
PER-100289,EMP-0299,Halcyon Norwich,halcyon.norwich.emp-0299@co002.example,Sales,Enterprise Account Executive,IC,EMP-0257,2022-01-13,active,full_time,1.0,active,2026-03-18
PER-100290,EMP-0300,Tobin Thistlewood,tobin.thistlewood.emp-0300@co002.example,Sales,Enterprise Account Executive,IC,EMP-0255,2021-05-18,active,full_time,1.0,active,2026-01-07
PER-100291,EMP-0301,Piran Underhill,piran.underhill.emp-0301@co002.example,Sales,Sales Engineer,IC,EMP-0255,2022-03-15,active,full_time,1.0,active,2026-03-22
PER-100292,EMP-0303,Faro Blackwood,faro.blackwood.emp-0303@co002.example,Sales,Enterprise Account Executive,IC,EMP-0255,2021-09-06,active,full_time,1.0,active,2026-01-06
PER-100293,EMP-0304,Merritt Moorfield,merritt.moorfield.emp-0304@co002.example,Sales,Enterprise Account Executive,IC,EMP-0257,2021-04-18,active,full_time,1.0,active,2026-03-29
PER-100294,EMP-0305,Faro Juniper,faro.juniper.emp-0305@co002.example,Sales,Sales Engineer,IC,EMP-0256,2022-01-26,active,full_time,1.0,active,2026-04-03
PER-100295,EMP-0306,Aldous Marchbanks,aldous.marchbanks.emp-0306@co002.example,Sales,Sales Development Rep,IC,EMP-0252,2025-12-15,active,full_time,1.0,active,2026-02-10
PER-100296,EMP-0307,Verity Bellcrest,verity.bellcrest.emp-0307@co002.example,Sales,Sales Engineer,IC,EMP-0248,2021-01-08,active,full_time,1.0,active,2026-03-07
PER-100297,EMP-0308,Wystan Fairweather,wystan.fairweather.emp-0308@co002.example,Sales,Enterprise Account Executive,IC,EMP-0258,2025-06-23,active,full_time,1.0,active,2026-01-18
PER-100298,EMP-0309,Quillon Greywick,quillon.greywick.emp-0309@co002.example,Sales,Account Executive,IC,EMP-0257,2024-01-01,active,full_time,1.0,active,2025-12-01
PER-100299,EMP-0310,Cormac Norwich,cormac.norwich.emp-0310@co002.example,Sales,Sales Development Rep,IC,EMP-0249,2021-02-20,active,full_time,1.0,active,2025-10-16
PER-100300,EMP-0311,Kestrel Ashby,kestrel.ashby.emp-0311@co002.example,Sales,Sales Development Rep,IC,EMP-0252,2023-09-24,active,full_time,1.0,active,2026-02-21
PER-100301,EMP-0312,Ulric Marchbanks,ulric.marchbanks.emp-0312@co002.example,Sales,Sales Development Rep,IC,EMP-0263,2021-04-30,active,full_time,1.0,active,2025-11-23
